text,label
Butter Chicken,dish
Apple Pie,dish
Chef's Special possible,not_dish
Margherita Pizza,dish
Fish Fry,dish
Lamb Curry,dish
Add-ons affect,not_dish
Lamb Curry,dish
Chef's Special buy,not_dish
Chicken Biryani,dish
Tandoori Roti,dish
Chicken Biryani,dish
Chicken Biryani,dish
Fish Fry,dish
Butter Chicken,dish
Spicy either,not_dish
Add-ons five,not_dish
Paneer Tikka,dish
Hot house,not_dish
Lamb Curry,dish
No Onion picture,not_dish
Mutton Korma,dish
Hot somebody,not_dish
Add-ons southern,not_dish
Taxes Extra what,not_dish
Price Varies together,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Corn Soup,dish
Butter Chicken,dish
Serving Size if,not_dish
Hot carry,not_dish
Tandoori Roti,dish
Dal Makhani,dish
Mutton Korma,dish
Lamb Curry,dish
Sushi Roll,dish
Price Varies establish,not_dish
Bhutte Ka Kees,dish
Butter Chicken,dish
Margherita Pizza,dish
Price Varies land,not_dish
Paneer Tikka,dish
Fish Fry,dish
Paneer Tikka,dish
Served Daily respond,not_dish
Combo Offer rise,not_dish
Butter Chicken,dish
Taxes Extra even,not_dish
Butter Chicken,dish
Combo Offer sport,not_dish
Dal Makhani,dish
Served Daily sit,not_dish
No Onion new,not_dish
Chef's Special share,not_dish
Hot herself,not_dish
Chef's Special wonder,not_dish
Tandoori Roti,dish
Chicken Biryani,dish
Fish Fry,dish
Sweet Corn Soup,dish
No Onion yet,not_dish
Margherita Pizza,dish
Spicy force,not_dish
Dal Makhani,dish
New Arrival trip,not_dish
New Arrival describe,not_dish
Spicy work,not_dish
Combo Offer population,not_dish
Sushi Roll,dish
Add-ons table,not_dish
Mutton Korma,dish
Cold safe,not_dish
Sushi Roll,dish
Chicken Biryani,dish
Extra Cheese poor,not_dish
Fish Fry,dish
Spicy response,not_dish
Serving Size prepare,not_dish
Margherita Pizza,dish
Lamb Curry,dish
Paneer Tikka,dish
Fish Fry,dish
Chicken Biryani,dish
No Onion national,not_dish
Margherita Pizza,dish
New Arrival cold,not_dish
Serving Size trade,not_dish
Spicy speak,not_dish
Add-ons enjoy,not_dish
Fish Fry,dish
Serving Size clear,not_dish
Cold right,not_dish
Margherita Pizza,dish
No Onion identify,not_dish
Sushi Roll,dish
Combo Offer only,not_dish
Add-ons marriage,not_dish
Serving Size resource,not_dish
Cold look,not_dish
Taxes Extra bed,not_dish
Serving Size capital,not_dish
Add-ons unit,not_dish
Fish Fry,dish
Chef's Special range,not_dish
Fish Fry,dish
Chef's Special approach,not_dish
No Onion suffer,not_dish
Dal Makhani,dish
Taxes Extra agreement,not_dish
Tandoori Roti,dish
Paneer Tikka,dish
Tandoori Roti,dish
Paneer Tikka,dish
No Onion fish,not_dish
Taxes Extra structure,not_dish
Sushi Roll,dish
Butter Chicken,dish
A3,not_dish
Chicken Quesadilla,dish
No Onion walk,not_dish
Mutton Korma,dish
Price Varies move,not_dish
New Arrival woman,not_dish
Extra Cheese not,not_dish
Add-ons pick,not_dish
Serving Size sing,not_dish
Tandoori Roti,dish
Sushi Roll,dish
Sushi Roll,dish
Tandoori Roti,dish
Extra Cheese strategy,not_dish
Butter Chicken,dish
Served Daily easy,not_dish
Butter Chicken,dish
Dal Makhani,dish
Sushi Roll,dish
Sushi Roll,dish
Mutton Korma,dish
Taxes Extra center,not_dish
New Arrival finish,not_dish
Serving Size picture,not_dish
Fish Fry,dish
Dal Makhani,dish
Paneer Tikka,dish
New Arrival old,not_dish
Pumpkin Soup,dish
Combo Offer company,not_dish
Served Daily hospital,not_dish
Margherita Pizza,dish
Lamb Curry,dish
Premium,not_dish
Extra Cheese war,not_dish
Cold rule,not_dish
Mutton Korma,dish
Dal Makhani,dish
Add-ons prepare,not_dish
Combo Offer still,not_dish
Fish Fry,dish
Butter Chicken,dish
No Onion board,not_dish
Served Daily class,not_dish
Vegetable Kulcha,dish
Price Varies clearly,not_dish
Serving Size want,not_dish
Chef's Special still,not_dish
Fish Fry,dish
Fish Fry,dish
Served Daily environmental,not_dish
Hot world,not_dish
Paneer Tikka,dish
Paneer Tikka,dish
Combo Offer rate,not_dish
Dal Makhani,dish
Dal Makhani,dish
Chef's Special fact,not_dish
Lamb Curry,dish
Dal Makhani,dish
Dal Makhani,dish
Butter Chicken,dish
Sushi Roll,dish
Sushi Roll,dish
Hot sure,not_dish
Margherita Pizza,dish
Extra Cheese feel,not_dish
Served Daily wife,not_dish
Lamb Curry,dish
Spicy themselves,not_dish
New Arrival someone,not_dish
Lamb Curry,dish
Extra Cheese go,not_dish
Paneer Tikka,dish
Fish Fry,dish
Spicy soldier,not_dish
Chicken Biryani,dish
No Onion section,not_dish
Chef's Special seat,not_dish
Taxes Extra election,not_dish
Sushi Roll,dish
Nethili Fry,dish
Mutton Korma,dish
Butter Chicken,dish
Combo Offer behind,not_dish
Paneer Tikka,dish
Butter Chicken,dish
Served Daily painting,not_dish
Lamb Curry,dish
Margherita Pizza,dish
No Onion design,not_dish
Main Course,not_dish
Extra Cheese development,not_dish
Tandoori Roti,dish
Lamb Rogan Josh,dish
Paneer Tikka,dish
Chicken Biryani,dish
Served Daily so,not_dish
Tandoori Roti,dish
Lamb Curry,dish
Margherita Pizza,dish
Dal Makhani,dish
Mutton Korma,dish
Taxes Extra key,not_dish
Combo Offer here,not_dish
Served Daily may,not_dish
Serving Size first,not_dish
Spicy throw,not_dish
Lamb Curry,dish
Margherita Pizza,dish
Served Daily stock,not_dish
Combo Offer create,not_dish
Served Daily throughout,not_dish
Tandoori Roti,dish
Price Varies scene,not_dish
Cold stay,not_dish
Chicken Biryani,dish
Fried Squid,dish
Combo Offer claim,not_dish
Dal Makhani,dish
Tandoori Roti,dish
Taxes Extra appear,not_dish
Fish Fry,dish
Mutton Korma,dish
Dal Makhani,dish
Extra Cheese work,not_dish
Butter Chicken,dish
Rooftop Dining,not_dish
Chicken Biryani,dish
Fish Fry,dish
Taxes Extra same,not_dish
Margherita Pizza,dish
Bread Omelette,dish
Price Varies rise,not_dish
Sushi Roll,dish
No Onion bar,not_dish
Paneer Tikka,dish
Margherita Pizza,dish
Dal Makhani,dish
Tandoori Roti,dish
Mutton Korma,dish
Lamb Curry,dish
Chef's Special think,not_dish
Margherita Pizza,dish
Add-ons fight,not_dish
Fish Fry,dish
Serving Size evidence,not_dish
Margherita Pizza,dish
Dal Makhani,dish
Price Varies possible,not_dish
Spicy high,not_dish
Sushi Roll,dish
Mutton Korma,dish
Spicy pick,not_dish
Paneer Tikka,dish
Mutton Korma,dish
Served Daily court,not_dish
Served Daily yourself,not_dish
Tandoori Roti,dish
Hot although,not_dish
Combo Offer wish,not_dish
New Arrival dream,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Margherita Pizza,dish
Margherita Pizza,dish
Margherita Pizza,dish
Dal Makhani,dish
Combo Offer safe,not_dish
Lamb Curry,dish
New Arrival begin,not_dish
Tandoori Roti,dish
Lamb Curry,dish
Paneer Tikka,dish
Dal Makhani,dish
Spicy force,not_dish
No Onion No Garlic,not_dish
Combo Offer attack,not_dish
Mutton Korma,dish
Tandoori Roti,dish
Extra Cheese break,not_dish
Lamb Curry,dish
No Onion figure,not_dish
Butter Chicken,dish
Sushi Roll,dish
Combo Offer town,not_dish
Chicken Biryani,dish
Margherita Pizza,dish
Cold I,not_dish
Lamb Curry,dish
Tandoori Roti,dish
Taxes Extra third,not_dish
New Arrival agency,not_dish
Quiche Lorraine,dish
Add-ons should,not_dish
Tandoori Roti,dish
Hot property,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Chef's Special husband,not_dish
Dal Makhani,dish
Price Varies focus,not_dish
Sushi Roll,dish
In House,not_dish
Chicken Biryani,dish
Fish Fry,dish
Mutton Korma,dish
App Only,not_dish
Spicy senior,not_dish
Combo Offer heavy,not_dish
Dal Makhani,dish
Mutton Korma,dish
Add-ons their,not_dish
Sushi Roll,dish
Mutton Korma,dish
Fish Fry,dish
Paneer Tikka,dish
Sushi Roll,dish
Margherita Pizza,dish
Paneer Tikka,dish
Chicken Biryani,dish
Cold either,not_dish
Price Varies thing,not_dish
Dal Makhani,dish
Chef's Special project,not_dish
Spicy hard,not_dish
Combo Offer because,not_dish
Cold do,not_dish
Butter Chicken,dish
Lamb Curry,dish
Cold affect,not_dish
Fish Fry,dish
Dal Makhani,dish
Serving Size magazine,not_dish
Chicken Biryani,dish
Sushi Roll,dish
Chicken Biryani,dish
Chicken Biryani,dish
Mutton Korma,dish
Medu Vada,dish
No Onion site,not_dish
Buffalo Wings,dish
Tandoori Roti,dish
Hot off,not_dish
No Onion itself,not_dish
Butter Chicken,dish
Cold common,not_dish
Extra Cheese according,not_dish
Add-ons situation,not_dish
Egg Roll,dish
No Onion box,not_dish
Chicken Tikka,dish
New Arrival attorney,not_dish
Tandoori Roti,dish
New Arrival together,not_dish
Taxes Extra fact,not_dish
Spicy section,not_dish
Paneer Tikka,dish
Fish Fry,dish
Serving Size once,not_dish
Today Only,not_dish
Lamb Curry,dish
Lamb Curry,dish
Chicken Biryani,dish
Fish Fry,dish
Mutton Korma,dish
Sushi Roll,dish
Lamb Curry,dish
Taxes Extra bring,not_dish
Price Varies old,not_dish
Margherita Pizza,dish
New Arrival everything,not_dish
Fish Fry,dish
Fish Fry,dish
Dal Makhani,dish
Dal Makhani,dish
Starters,not_dish
Sushi Roll,dish
Lamb Curry,dish
Dal Makhani,dish
Cold increase,not_dish
Extra Cheese scientist,not_dish
Chef's Special his,not_dish
Spicy day,not_dish
Mutton Korma,dish
Serving Size heavy,not_dish
Extra Cheese resource,not_dish
Tandoori Roti,dish
Mutton Korma,dish
Dal Makhani,dish
Fish Fry,dish
Margherita Pizza,dish
Combo Offer how,not_dish
Egg Curry Sandwich,dish
Served Daily night,not_dish
Served Daily meet,not_dish
Hot tell,not_dish
Paneer Tikka,dish
Taxes Extra whole,not_dish
New Arrival ever,not_dish
Chatpata Corn,dish
Spicy dog,not_dish
Pickup Slot,not_dish
Served Daily future,not_dish
Sushi Roll,dish
Fish Fry,dish
Chicken Biryani,dish
Chicken Biryani,dish
Mango Pudding,dish
Dal Makhani,dish
Combo Offer now,not_dish
Margherita Pizza,dish
Sushi Roll,dish
Balcony,not_dish
Paneer Tikka,dish
Mutton Korma,dish
Tandoori Roti,dish
Paneer Tikka,dish
New Arrival one,not_dish
Lamb Curry,dish
Margherita Pizza,dish
Served Daily skin,not_dish
Served Daily factor,not_dish
Sushi Roll,dish
Combo Offer decade,not_dish
Extra Cheese back,not_dish
Paneer Tikka,dish
Tandoori Roti,dish
Butter Chicken,dish
Chingri Malai Curry,dish
Chicken Biryani,dish
Spinach Corn Curry,dish
New Arrival visit,not_dish
Sheer Kurma,dish
New Arrival but,not_dish
Mutton Korma,dish
Combo Offer once,not_dish
No Onion sister,not_dish
Add-ons accept,not_dish
Serving Size south,not_dish
Spicy chair,not_dish
Taxes Extra return,not_dish
Hot out,not_dish
Taxes Extra available,not_dish
Sushi Roll,dish
Chef's Special mouth,not_dish
Paneer Tikka,dish
Masala Papad,dish
Mutton Korma,dish
Chole Bhature,dish
Combo Offer pull,not_dish
Hot talk,not_dish
Sushi Roll,dish
Tandoori Roti,dish
New Arrival happen,not_dish
Cold probably,not_dish
Butter Chicken,dish
Contactless,not_dish
Fish Fry,dish
Butter Chicken,dish
Margherita Pizza,dish
Serving Size scene,not_dish
Margherita Pizza,dish
Serving Size budget,not_dish
Extra Cheese view,not_dish
Cold young,not_dish
Mutton Korma,dish
Tandoori Roti,dish
Chicken Sizzler,dish
Lamb Curry,dish
New Arrival American,not_dish
Mutton Korma,dish
Served Daily try,not_dish
Onion Uttapam,dish
Rajma Chawal,dish
Tandoori Roti,dish
Taxes Extra draw,not_dish
Serving Size draw,not_dish
No Onion system,not_dish
Extra Cheese old,not_dish
Vegetable Korma,dish
Lamb Curry,dish
Spicy language,not_dish
Taxes Extra instead,not_dish
Combo Offer as,not_dish
Serving Size end,not_dish
Add-ons significant,not_dish
Tandoori Roti,dish
Chef's Special father,not_dish
Combo Offer nothing,not_dish
Dal Makhani,dish
Margherita Pizza,dish
Butter Chicken,dish
Chicken Biryani,dish
Paneer Tikka,dish
Price Varies information,not_dish
Cold science,not_dish
No Onion pay,not_dish
Paneer Tikka,dish
Sushi Roll,dish
Dal Makhani,dish
Price Varies her,not_dish
Serving Size style,not_dish
Out of Stock,not_dish
Spicy reality,not_dish
Serving Size million,not_dish
Serving Size past,not_dish
No Onion represent,not_dish
Dal Makhani,dish
Chef's Special public,not_dish
Paneer Tikka,dish
Price Varies discussion,not_dish
Add-ons group,not_dish
Mutton Korma,dish
Chicken Biryani,dish
Sushi Roll,dish
Cold trip,not_dish
Sushi Roll,dish
Served Daily tend,not_dish
Cold assume,not_dish
No Onion song,not_dish
Fish Fry,dish
Extra Cheese practice,not_dish
Sushi Roll,dish
Combo Offer significant,not_dish
Tandoori Roti,dish
Taxes Extra eight,not_dish
Chef's Special system,not_dish
Hot say,not_dish
Margherita Pizza,dish
CLOSED,not_dish
Dal Makhani,dish
Tandoori Roti,dish
Spicy good,not_dish
Dal Makhani,dish
Margherita Pizza,dish
New Arrival want,not_dish
Margherita Pizza,dish
Sushi Roll,dish
Table Reserved,not_dish
Margherita Pizza,dish
Serving Size democratic,not_dish
No Onion boy,not_dish
Margherita Pizza,dish
Fish Fry,dish
Fish Fry,dish
New Arrival happen,not_dish
Chef's Special effort,not_dish
Butter Chicken,dish
Chicken Biryani,dish
Margherita Pizza,dish
Combo Offer boy,not_dish
Combo Offer could,not_dish
Dal Makhani,dish
Tandoori Roti,dish
Serving Size there,not_dish
Cold use,not_dish
Margherita Pizza,dish
No Onion national,not_dish
Served Daily peace,not_dish
Served Daily test,not_dish
Extra Cheese another,not_dish
Chef's Special through,not_dish
Tandoori Roti,dish
Pay Bill Here,not_dish
Services,not_dish
New Arrival discussion,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Add-ons that,not_dish
No Entry,not_dish
Serving Size candidate,not_dish
Lamb Curry,dish
Fish Fry,dish
Hot hair,not_dish
Mutton Korma,dish
Add-ons career,not_dish
Lamb Curry,dish
Chef's Special produce,not_dish
Chicken Biryani,dish
Taxes Extra charge,not_dish
Paneer Butter Masala,dish
Chef's Special move,not_dish
No Onion animal,not_dish
New Arrival word,not_dish
All Major Cards,not_dish
Paneer Tikka,dish
Paneer Tikka,dish
Hot table,not_dish
Tandoori Roti,dish
Price Varies later,not_dish
Taxes Extra much,not_dish
Chef's Special send,not_dish
No Onion movement,not_dish
Cold rock,not_dish
GST 18%,not_dish
Margherita Pizza,dish
Hot character,not_dish
Lamb Curry,dish
Margherita Pizza,dish
Cold start,not_dish
Combo Offer me,not_dish
Spicy girl,not_dish
Spicy child,not_dish
Add-ons avoid,not_dish
Extra Cheese increase,not_dish
Taxes Extra talk,not_dish
Mutton Korma,dish
Combo Offer purpose,not_dish
Mutton Korma,dish
Fish Fry,dish
Paya Soup,dish
Tax Not Included,not_dish
Butter Chicken,dish
Price Varies teacher,not_dish
Lamb Curry,dish
Serving Size plan,not_dish
Dal Makhani,dish
Taxes Extra walk,not_dish
Tandoori Roti,dish
Served Daily voice,not_dish
Mutton Korma,dish
Chef's Special employee,not_dish
Cold analysis,not_dish
Chicken Biryani,dish
Fish Fry,dish
Extra Cheese he,not_dish
Cold they,not_dish
Kid Friendly,not_dish
No Onion sign,not_dish
Hot world,not_dish
Tandoori Roti,dish
Spicy wall,not_dish
Chef's Special boy,not_dish
New Arrival bit,not_dish
Chef's Special field,not_dish
Chicken Biryani,dish
Serving Size fill,not_dish
Margherita Pizza,dish
Taxes Extra traditional,not_dish
Tandoori Roti,dish
Tandoori Roti,dish
Extra Cheese different,not_dish
Serving Size black,not_dish
Cold glass,not_dish
Mutton Korma,dish
Paneer Tikka,dish
Butter Chicken,dish
Butter Chicken,dish
Margherita Pizza,dish
Dal Makhani,dish
New Arrival common,not_dish
Margherita Flatbread,dish
Serving Size threat,not_dish
Taxes Extra man,not_dish
Paneer Tikka,dish
Combo Offer along,not_dish
Lamb Curry,dish
Chicken Biryani,dish
Chef's Special decision,not_dish
Change Table,not_dish
Fish Fry,dish
Paneer Tikka,dish
Chef's Special serve,not_dish
Cold lawyer,not_dish
Butter Chicken,dish
Dal Makhani,dish
Spicy any,not_dish
Hot Selling,not_dish
Butter Chicken,dish
Price Varies mission,not_dish
Combo Offer fight,not_dish
Mutton Korma,dish
Tandoori Roti,dish
Margherita Pizza,dish
Butter Chicken,dish
Extra Cheese school,not_dish
Butter Chicken,dish
Margherita Pizza,dish
Dal Makhani,dish
Veg Pesto Pizza,dish
Paneer Tikka,dish
Entry Free,not_dish
Lamb Curry,dish
Taxes Extra around,not_dish
Tandoori Roti,dish
Served Daily phone,not_dish
Spicy bag,not_dish
Price Varies good,not_dish
Bar Open,not_dish
Chef's Special live,not_dish
Taxes Extra adult,not_dish
Add-ons point,not_dish
Mutton Korma,dish
Combo Offer including,not_dish
Extra Cheese instead,not_dish
Margherita Pizza,dish
Chicken Biryani,dish
Fish Fry,dish
Sushi Roll,dish
Sushi Roll,dish
Served Daily ready,not_dish
--,not_dish
Served Daily quickly,not_dish
Taxes Extra yeah,not_dish
Extra Cheese with,not_dish
Spicy remain,not_dish
Cold former,not_dish
Tandoori Roti,dish
Dal Makhani,dish
Add-ons us,not_dish
Taxes Extra religious,not_dish
Dal Makhani,dish
Lamb Curry,dish
Tandoori Roti,dish
Taxes Extra thus,not_dish
Serving Size key,not_dish
Spicy firm,not_dish
Sushi Roll,dish
Margherita Pizza,dish
Sushi Roll,dish
Fish Fry,dish
No Onion four,not_dish
Paneer Tikka,dish
Spicy second,not_dish
Price Varies whose,not_dish
Margherita Pizza,dish
Serving Size total,not_dish
Served Daily building,not_dish
Paneer Tikka,dish
Chef's Special power,not_dish
Tandoori Roti,dish
Tandoori Roti,dish
New Arrival leg,not_dish
Margherita Pizza,dish
Served Daily artist,not_dish
Cold also,not_dish
Combo Offer within,not_dish
Spicy history,not_dish
Fish Fry,dish
Chicken Biryani,dish
Palak Soup,dish
Mutton Korma,dish
Sushi Roll,dish
Tandoori Roti,dish
Chicken Biryani,dish
Price Varies notice,not_dish
Spicy company,not_dish
Serving Size trial,not_dish
Sushi Roll,dish
Serving Size store,not_dish
Chef's Special city,not_dish
Fish Fry,dish
Tandoori Roti,dish
Taxes Extra gas,not_dish
Lamb Curry,dish
Paneer Tikka,dish
Margherita Pizza,dish
Fish Fry,dish
Combo Offer old,not_dish
Margherita Pizza,dish
Sushi Roll,dish
Lamb Curry,dish
Hot image,not_dish
Limited Offer,not_dish
Butter Chicken,dish
Served Daily message,not_dish
Taxes Extra land,not_dish
Tandoori Roti,dish
No Onion only,not_dish
Butter Chicken,dish
Mutton Korma,dish
EMI Offer,not_dish
Sit Down,not_dish
Paneer Tikka,dish
Dal Makhani,dish
Egg Fried Noodles,dish
No Onion mission,not_dish
No Onion weight,not_dish
No Onion responsibility,not_dish
Paneer Tikka,dish
No Onion experience,not_dish
Extra Cheese fly,not_dish
Litti Chokha,dish
Fish Fry,dish
Tandoori Roti,dish
Price Varies on,not_dish
Paneer Pizza,dish
New Arrival you,not_dish
Fresh,not_dish
No Onion evening,not_dish
No Onion fish,not_dish
Taxes Extra here,not_dish
Margherita Pizza,dish
Price Varies suggest,not_dish
Served Daily plant,not_dish
No Onion believe,not_dish
Add to cart,not_dish
Margherita Pizza,dish
No Onion even,not_dish
Spicy attention,not_dish
Margherita Pizza,dish
Chana Sundal,dish
Paneer Tikka,dish
Served Daily college,not_dish
Kosha Mangsho,dish
Order Online,not_dish
Cold yes,not_dish
No Onion end,not_dish
Serving Size wife,not_dish
Mutton Korma,dish
Add-ons real,not_dish
Spicy month,not_dish
Tandoori Roti,dish
Mutton Korma,dish
Butter Chicken,dish
Add-ons detail,not_dish
Spicy store,not_dish
Margherita Pizza,dish
Butter Chicken,dish
Chef's Special middle,not_dish
Served Daily cold,not_dish
Cold cultural,not_dish
Add-ons building,not_dish
Price Varies knowledge,not_dish
Dal Makhani,dish
Dal Makhani,dish
Mutton Korma,dish
Extra Cheese lot,not_dish
Served Daily would,not_dish
Butter Chicken,dish
Cold form,not_dish
Served Daily nearly,not_dish
New Arrival success,not_dish
Sushi Roll,dish
Served Daily science,not_dish
Extra Sauce,not_dish
Add-ons president,not_dish
Chef's Special debate,not_dish
Add-ons agreement,not_dish
Sushi Roll,dish
Lamb Curry,dish
Sushi Roll,dish
Dal Makhani,dish
Lamb Curry,dish
Margherita Pizza,dish
Butter Chicken,dish
Served Daily difference,not_dish
Extra Cheese eye,not_dish
Next Counter,not_dish
Serving Size low,not_dish
Chef's Special base,not_dish
Margherita Pizza,dish
Serving Size race,not_dish
Taxes Extra move,not_dish
Hot off,not_dish
Fish Fry,dish
Butter Chicken,dish
New Arrival bill,not_dish
Dal Makhani,dish
Veg Club Sandwich,dish
Butter Chicken,dish
Dal Makhani,dish
Mutton Korma,dish
Butter Chicken,dish
Dal Makhani,dish
Taxes Extra talk,not_dish
Mutton Korma,dish
Tiramisu,dish
Price Varies little,not_dish
Serving Size from,not_dish
Combo Offer everyone,not_dish
Price Varies boy,not_dish
Mutton Korma,dish
Served Daily rise,not_dish
Butter Chicken,dish
New Arrival later,not_dish
Hot guy,not_dish
No Onion protect,not_dish
Sushi Roll,dish
Dal Makhani,dish
Chicken Biryani,dish
Extra Cheese low,not_dish
Served Daily section,not_dish
Cold must,not_dish
Mutton Korma,dish
Murgh Musallam,dish
Combo Offer positive,not_dish
Sushi Roll,dish
Lamb Curry,dish
Hot important,not_dish
Margherita Pizza,dish
Combo Offer cell,not_dish
Mutton Korma,dish
Hot now,not_dish
Lamb Curry,dish
New Arrival way,not_dish
Lamb Curry,dish
Hot fly,not_dish
Margherita Pizza,dish
Paneer Tikka,dish
Chicken Biryani,dish
New Arrival cover,not_dish
Fish Fry,dish
Taxes Extra sell,not_dish
Paneer Tikka,dish
Taxes Extra analysis,not_dish
Chicken Biryani,dish
Fish Fry,dish
Express Delivery,not_dish
Chicken Biryani,dish
Dal Makhani,dish
Paneer Tikka,dish
Tandoori Roti,dish
Extra Cheese many,not_dish
Chef's Special himself,not_dish
Butter Chicken,dish
Cold including,not_dish
Price Varies little,not_dish
Butter Chicken,dish
Lamb Curry,dish
Butter Chicken,dish
Butter Chicken,dish
Mutton Korma,dish
Spicy hold,not_dish
Add-ons first,not_dish
Extra Cheese whatever,not_dish
Chicken Biryani,dish
Fish Fry,dish
Paneer Tikka,dish
Sushi Roll,dish
Chicken Kolhapuri,dish
Cold job,not_dish
Mutton Korma,dish
Cold probably,not_dish
Served Daily marriage,not_dish
Chicken Biryani,dish
Book Now,not_dish
Add-ons most,not_dish
Combo Offer international,not_dish
New Arrival kid,not_dish
No Pets,not_dish
Chicken Biryani,dish
Greek Yogurt Parfait,dish
No Onion clearly,not_dish
Margherita Pizza,dish
Tandoori Roti,dish
Chicken Biryani,dish
No Onion bag,not_dish
Mutton Korma,dish
Spicy two,not_dish
Add-ons choice,not_dish
Sushi Roll,dish
Price Varies remember,not_dish
Butter Chicken,dish
Fish Fry,dish
Tandoori Roti,dish
Serving Size computer,not_dish
Taxes Extra attorney,not_dish
Extra Cheese economy,not_dish
No Onion subject,not_dish
New Arrival way,not_dish
Sushi Roll,dish
Serving Size decade,not_dish
Serving Size record,not_dish
Paneer Tikka,dish
Tandoori Roti,dish
Chicken Biryani,dish
Veg Cutlet,dish
Margherita Pizza,dish
Butter Chicken,dish
Margherita Pizza,dish
Fish Fry,dish
Combo Offer but,not_dish
Combo Offer write,not_dish
Served Daily turn,not_dish
No Onion now,not_dish
New Arrival hundred,not_dish
Serving Size summer,not_dish
New Arrival matter,not_dish
Dal Makhani,dish
Hot who,not_dish
Served Daily hot,not_dish
Mutton Korma,dish
Fish Fry,dish
Chef's Special action,not_dish
Chef's Special outside,not_dish
Fish Fry,dish
Sushi Roll,dish
Spicy mission,not_dish
Red Dot,not_dish
Extra Cheese summer,not_dish
Paneer Tikka,dish
Take Away,not_dish
Cold central,not_dish
No Onion note,not_dish
Fish Fry,dish
Served Daily guess,not_dish
Hot lawyer,not_dish
Serving Size tend,not_dish
No Onion meet,not_dish
Paneer Roll,dish
Extra Cheese receive,not_dish
Butter Chicken,dish
Hot room,not_dish
New Arrival change,not_dish
Margherita Pizza,dish
Paneer Tikka,dish
Hot describe,not_dish
Paneer Tikka,dish
Margherita Pizza,dish
Chicken Biryani,dish
Spicy scene,not_dish
Dal Makhani,dish
Lamb Curry,dish
Sushi Roll,dish
New Arrival upon,not_dish
Dal Makhani,dish
Paneer Tikka,dish
New Arrival I,not_dish
Shrimp Fried Rice,dish
Moong Dal Halwa,dish
Extra Cheese player,not_dish
Spicy charge,not_dish
Margherita Pizza,dish
Fish Fry,dish
Fish Fry,dish
Sushi Roll,dish
Combo Offer part,not_dish
New Arrival may,not_dish
Spicy former,not_dish
Add-ons PM,not_dish
Price Varies main,not_dish
Dal Makhani,dish
Butter Chicken,dish
Served Daily few,not_dish
Sushi Roll,dish
Tuna Sandwich,dish
Margherita Pizza,dish
No Onion energy,not_dish
Price Varies Republican,not_dish
Spicy card,not_dish
Hot street,not_dish
Sushi Roll,dish
Combo Offer financial,not_dish
Veg Quesadilla,dish
Served Daily determine,not_dish
New Arrival list,not_dish
Combo Offer whatever,not_dish
Frankie Roll,dish
Dal Makhani,dish
Paneer Tikka,dish
Fish Fry,dish
Sushi Roll,dish
No Onion then,not_dish
Taxes Extra against,not_dish
Chef's Special treat,not_dish
Extra Cheese late,not_dish
Taxes Extra model,not_dish
Sushi Roll,dish
Tandoori Roti,dish
Spicy energy,not_dish
New Arrival send,not_dish
Extra Cheese explain,not_dish
Fish Fry,dish
Bestseller,not_dish
Butter Chicken,dish
Price Varies road,not_dish
Sushi Roll,dish
No Onion identify,not_dish
Butter Chicken,dish
Add-ons foot,not_dish
Mutton Korma,dish
No Onion plan,not_dish
Spicy listen,not_dish
No Onion be,not_dish
Butter Chicken,dish
Margherita Pizza,dish
New Arrival office,not_dish
Margherita Pizza,dish
Chef's Special choose,not_dish
Price Varies each,not_dish
Sushi Roll,dish
Butter Chicken,dish
No Onion light,not_dish
Lamb Curry,dish
Cold way,not_dish
Serving Size nice,not_dish
Chicken Biryani,dish
New Arrival medical,not_dish
Fish Fry,dish
Butter Chicken,dish
Extra Cheese stay,not_dish
Tandoori Roti,dish
Margherita Pizza,dish
Lamb Curry,dish
Extra Cheese television,not_dish
Sushi Roll,dish
No Onion response,not_dish
Add-ons air,not_dish
Bathinda Branch,not_dish
Mutton Korma,dish
Lamb Curry,dish
Serving Size apply,not_dish
Butter Chicken,dish
Mutton Korma,dish
Spicy peace,not_dish
Lamb Curry,dish
Add-ons bag,not_dish
Cold center,not_dish
Fish Fry,dish
Served Daily court,not_dish
Tandoori Roti,dish
Lamb Curry,dish
Spicy full,not_dish
Taxes Extra firm,not_dish
Lamb Curry,dish
Sushi Roll,dish
Serving Size yeah,not_dish
No Onion site,not_dish
Spicy response,not_dish
Veggie Omelette,dish
Paneer Malai Tikka,dish
No Onion believe,not_dish
Paneer Tikka,dish
Served Daily pattern,not_dish
Chef's Special agree,not_dish
New Arrival foreign,not_dish
New Arrival continue,not_dish
Sushi Roll,dish
Chicken Curry,dish
Chicken Biryani,dish
Fish Fry,dish
Spicy food,not_dish
Taxes Extra participant,not_dish
Sushi Roll,dish
Serving Size high,not_dish
Cold present,not_dish
Taxes Extra me,not_dish
Chicken Biryani,dish
Tandoori Roti,dish
Mango Lassi,dish
Extra Cheese statement,not_dish
Fish Fry,dish
Tandoori Roti,dish
Fish Fry,dish
Spicy significant,not_dish
Margherita Pizza,dish
Kathi Roll,dish
Fish Fry,dish
Mutton Korma,dish
